job,salary,city,frequency,duration,company_name,company_scale,advantage
活动设计实习生,100-200/天,北京,5天/周,3个月,搜狐,2000人以上,可转正实习留学生实习周末双休 良好团队氛围，有大牛，丰厚实习佣金，帅哥美女多，快速成长，自我提升，团队建设活动，可留任，高逼格环境，15天带薪年假
招聘专员（招聘渠道管理方向）,100-150/天,广州,4天/周,3个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
人力资源实习生（渠道管理方向）,100-150/天,广州,4天/周,3个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
HR实习生,150/天,北京,5天/周,3个月,字节跳动,2000人以上,留学生实习免费健身房实习津贴一日三餐零食下午茶扁平化管理寒暑假实习 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
Graphic Design Intern,120-180/天,北京,5天/周,3个月,字节跳动,2000人以上,留学生实习下午茶不打卡实习证明房补免费三餐 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
游戏测评分析师-实习（日语/韩语方向）,150/天,深圳,5天/周,3个月,字节跳动,2000人以上,留学生实习免费三餐就近放补免费零食下午茶健身房 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
HR实习生-员工关系-佛山,100/天,佛山,3天/周,6个月,字节跳动,2000人以上,下午茶大牛带队 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
人文历史实习生,150-180/天,北京,5天/周,3个月,喜马拉雅,500-2000人,免费班车免费晚餐音频类独角兽 弹性工作＆迟到豁免，餐饮补贴＆免费水果，丰厚年终奖＆期权激励，节日福利＆团建基金，年陈福利，内部购买，游戏室＆按摩椅＆淋浴房＆24H直播间，明星大咖出没，音频独角兽
数据仓库实习生,150-180/天,上海,4天/周,3个月,喜马拉雅,500-2000人,可转正实习弹性工作 弹性工作＆迟到豁免，餐饮补贴＆免费水果，丰厚年终奖＆期权激励，节日福利＆团建基金，年陈福利，内部购买，游戏室＆按摩椅＆淋浴房＆24H直播间，明星大咖出没，音频独角兽
内容社区实习生,150-200/天,上海,5天/周,3个月,哈啰出行,2000人以上,可转正实习吃喝福利 薪资无上限，晋升空间，潜力人，零食多，高福利，温馨，内部培训
人力资源实习生,150-200/天,深圳,5天/周,6个月,优必选,500-2000人,每日餐补下午茶弹性工作时间 学习型，成长快，团队气氛nice，人工智能，独角兽，大牛带队
动效设计师,150-200/天,深圳,5天/周,6个月,优必选,500-2000人,每日餐补下午茶弹性工作时间 学习型，成长快，团队气氛nice，人工智能，独角兽，大牛带队
人力资源实习生-招聘,150/天,北京,4天/周,12个月,旷视科技,2000人以上,留学生实习全职实习 弹性工作，上下班不打卡，零食水果下午茶，技术驱动型企业
[日常实习]仿真实习生-上海,250-500/天,上海,5天/周,3个月,依图,500-2000人,行业大牛氛围好实习证明工作环境好配套齐全 人工智能，免费零食饮料，免费健身房，实习证明
[日常实习]地图定位实习生-上海,250-500/天,上海,5天/周,3个月,依图,500-2000人,行业大牛氛围好实习证明工作环境好配套齐全 人工智能，免费零食饮料，免费健身房，实习证明
销售支持实习生,100-150/天,绍兴,6天/周,3个月,NIO蔚来,2000人以上,平台大 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
销售支持实习生,100-150/天,杭州,4天/周,4个月,NIO蔚来,2000人以上,地铁周边留学生实习接受大一大二 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
平面设计实习生,150-200/天,杭州,4天/周,3个月,NIO蔚来,2000人以上,可转正实习接受大一大二不加班生日福利弹性工作实习证明定期团建 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
研发实习生（苏州）,250-400/天,苏州,4天/周,3个月,momenta,150-500人,接受大一大二留学生实习五险一金餐补不打卡弹性工作地铁周边 氛围和善，发展迅速
GA实习生,180-250/天,北京,4天/周,3个月,推想科技,150-500人,周末双休 人工智能，热情、执行力、学习能力，医疗AI，零食角，国内外媒体关注
课件游戏UI实习生,120-200/天,北京,5天/周,3个月,新东方教育科技集团,2000人以上,寒假实习 教育，实习工资高，良好工作环境，有机会转正，暑期，可转正
插画师实习生,120-200/天,北京,5天/周,3个月,新东方教育科技集团,2000人以上,寒假实习 教育，实习工资高，良好工作环境，有机会转正，暑期，可转正
动画实习生,120-200/天,北京,5天/周,3个月,新东方教育科技集团,2000人以上,寒假实习 教育，实习工资高，良好工作环境，有机会转正，暑期，可转正
课件游戏程序实习生,120-200/天,北京,5天/周,3个月,新东方教育科技集团,2000人以上,寒假实习 教育，实习工资高，良好工作环境，有机会转正，暑期，可转正
市场采购实习生,150-200/天,北京,5天/周,3个月,好未来,2000人以上,地铁周边 带薪公益假，住福计划，租房计划，节日礼品，开工利是，团队建设
【物理】题库实习生,150-200/天,北京,4天/周,3个月,好未来,2000人以上,可转正实习好未来教育教研 带薪公益假，住福计划，租房计划，节日礼品，开工利是，团队建设
工商管理实习生,250-300/天,北京,6天/周,5个月,北京链家,2000人以上,晋升机制透明朝阳行业 季度出游，弹性工作时间，晋升空间大，90后团队，销售部，大平台，优秀可转正
高性能计算工程师实习生-上海,200-400/天,上海,4天/周,4个月,依图,500-2000人,寒假实习可转正实习 人工智能，免费零食饮料，免费健身房，实习证明
iOS/android开发工程师,120-150/天,杭州,5天/周,3个月,同花顺,2000人以上,可转正实习免费咖啡免费健身房免费班车包中晚餐完善培训机制 免费健身，这里有梦想，户外拓展
视觉设计实习生,180-250/天,杭州,5天/周,3个月,同花顺,2000人以上,可转正实习免费食堂班车健身房咖啡吧各种内外部培训设计大牛指导 免费健身，这里有梦想，户外拓展
音乐宣发助理,80-150/天,合肥,5天/周,6个月,科大讯飞,2000人以上,混娱乐圈提供住宿免费健身房 有梦想，年轻活泼，漂亮小姐姐，岗位补助，已审核，产品有前景
解决方案实习生,100-120/天,杭州,5天/周,3个月,海康威视,2000人以上,实习津贴地铁周边提供住宿全勤奖 大平台，锻炼多
WEB实习生,120-150/天,杭州,5天/周,3个月,海康威视,2000人以上,免费健身房实习津贴 大平台，锻炼多
市场-创意Creative实习生,200/天,上海,4天/周,6个月,NIO蔚来,2000人以上,接受大一大二留学生实习 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
内容运营（值班）,200-250/天,上海,3天/周,6个月,NIO蔚来,2000人以上,留学生实习接受大一大二地铁周边车补薪资高 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
技术支持实习生,200/天,上海,4天/周,3个月,NIO蔚来,2000人以上,氛围nice咖啡免费全市班车 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
项目实习生,250-400/天,北京,4天/周,3个月,momenta,150-500人,接受大一大二留学生实习留学生实习免费咖啡餐补免费三餐不打卡地铁周边 氛围和善，发展迅速
项目实习生（苏州）,250-400/天,苏州,4天/周,3个月,momenta,150-500人,接受大一大二留学生实习绩效奖金地铁周边免费三餐餐补周末双休 氛围和善，发展迅速
产品开发实习生,50-100/天,沈阳,5天/周,3个月,东软集团,2000人以上,免费健身房周末双休实习证明带领您快速成长有专门导师指导优美工作环境提供住宿 
客户运营实习生,200-300/天,北京,6天/周,3个月,链家,未知规模,可转正实习实习津贴 
NLP算法实习生,400/天,北京,5天/周,3个月,字节跳动,2000人以上,可转正实习下午茶弹性工作免费健身房 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
泰语用户增长实习生,150-200/天,北京,4天/周,3个月,字节跳动,2000人以上,远程实习免费三餐实习证明免费咖啡房补免费健身房不打卡 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
课件游戏UI实习生,120-200/天,北京,5天/周,3个月,新东方教育科技集团,2000人以上,寒假实习 教育，实习工资高，良好工作环境，有机会转正，暑期，可转正
插画师实习生,120-200/天,北京,5天/周,3个月,新东方教育科技集团,2000人以上,寒假实习 教育，实习工资高，良好工作环境，有机会转正，暑期，可转正
动画实习生,120-200/天,北京,5天/周,3个月,新东方教育科技集团,2000人以上,寒假实习 教育，实习工资高，良好工作环境，有机会转正，暑期，可转正
课件游戏程序实习生,120-200/天,北京,5天/周,3个月,新东方教育科技集团,2000人以上,寒假实习 教育，实习工资高，良好工作环境，有机会转正，暑期，可转正
【物理】题库实习生,150-200/天,北京,4天/周,3个月,好未来,2000人以上,可转正实习好未来教育教研 带薪公益假，住福计划，租房计划，节日礼品，开工利是，团队建设
高性能计算工程师实习生-上海,200-400/天,上海,4天/周,4个月,依图,500-2000人,寒假实习可转正实习 人工智能，免费零食饮料，免费健身房，实习证明
产品运营-合肥,80-100/天,合肥,5天/周,3个月,科大讯飞,2000人以上,班车接送免费住宿优秀团队午餐补贴双休 有梦想，年轻活泼，漂亮小姐姐，岗位补助，已审核，产品有前景
运维工程师,80-100/天,合肥,5天/周,6个月,科大讯飞,2000人以上,免费住宿班车接送餐补实习证明 有梦想，年轻活泼，漂亮小姐姐，岗位补助，已审核，产品有前景
解决方案实习生,100-120/天,杭州,5天/周,3个月,海康威视,2000人以上,实习津贴地铁周边提供住宿全勤奖 大平台，锻炼多
WEB实习生,120-150/天,杭州,5天/周,3个月,海康威视,2000人以上,免费健身房实习津贴 大平台，锻炼多
技术支持实习生,200/天,上海,4天/周,3个月,NIO蔚来,2000人以上,氛围nice咖啡免费全市班车 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
市场部实习生,150/天,无锡,5天/周,6个月,NIO蔚来,2000人以上,接受大一大二 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
行政实习生,100-150/天,厦门,4天/周,3个月,吉比特,150-500人,实习证明免费班车房补 环境高大上，行业领导者，薪酬福利好，专业、活力、创造，实习商业保险，美味餐厅，每月固定观影福利
平面设计实习生,50-100/天,沈阳,5天/周,3个月,东软集团,2000人以上,提供住宿留学生实习房补周末双休接受大一大二实习津贴 
市场研究助理,50-100/天,沈阳,3天/周,3个月,东软集团,2000人以上,实习津贴免费健身房弹性工作 
日语实习生,50-100/天,沈阳,5天/周,3个月,东软集团,2000人以上,花园式办公环境大型IT企业班车 宿舍花式食堂可转正实习免费健身房留学生实习提供住宿周末双休 
公关助理实习生,50-100/天,沈阳,5天/周,3个月,东软集团,2000人以上,可转正实习留学生实习周末双休免费健身房接受大一大二 
招聘实习生,150-180/天,北京,4天/周,3个月,一点资讯,500-2000人,业务学习 
HAGO-海外运营实习生（韩语）,100-150/天,广州,4天/周,3个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
用户运营实习生,100-150/天,广州,5天/周,4个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
动画后期合成,150-200/天,深圳,5天/周,3个月,编程猫,2000人以上,接受大一大二不加班 免费水果供应，前景发展好，嘻嘻哈哈，美女如云，毕业留用，时间自由
编导,150-190/天,深圳,5天/周,6个月,编程猫,2000人以上,氛围好机会多 免费水果供应，前景发展好，嘻嘻哈哈，美女如云，毕业留用，时间自由
摄影实习生,150-200/天,深圳,5天/周,3个月,编程猫,2000人以上,接受大一大二 免费水果供应，前景发展好，嘻嘻哈哈，美女如云，毕业留用，时间自由
视频后期实习生,150-190/天,深圳市,5天/周,3个月,编程猫,2000人以上,95后同事/轻松工作氛围大平台资源少儿编程教育领军企业超多餐补福利 免费水果供应，前景发展好，嘻嘻哈哈，美女如云，毕业留用，时间自由
房地产项目管理,150-200/天,北京,6天/周,7个月,北京链家,2000人以上,五险一金  弹性工作时间 季度出游，弹性工作时间，晋升空间大，90后团队，销售部，大平台，优秀可转正
万寿路储备店经理,200-300/天,北京,6天/周,12个月,北京链家,2000人以上,底薪5000元 季度出游，弹性工作时间，晋升空间大，90后团队，销售部，大平台，优秀可转正
销售管培生,500-800/天,北京,6天/周,10个月,北京链家,2000人以上,转正保障性底薪2500-6000提佣30%-75%+五险 季度出游，弹性工作时间，晋升空间大，90后团队，销售部，大平台，优秀可转正
置业顾问,200-300/天,北京,6天/周,12个月,北京链家,2000人以上,底薪5000元 季度出游，弹性工作时间，晋升空间大，90后团队，销售部，大平台，优秀可转正
二手房销售顾问,150-200/天,北京,6天/周,6个月,北京链家,2000人以上,无责底薪四千晋升公平透明出国旅游 季度出游，弹性工作时间，晋升空间大，90后团队，销售部，大平台，优秀可转正
技术支持工程师(实习),80-120/天,合肥,5天/周,3个月,科大讯飞,2000人以上,提供住宿实习证明周末双休餐补 有梦想，年轻活泼，漂亮小姐姐，岗位补助，已审核，产品有前景
财务档案实习生,100-120/天,杭州,4天/周,3个月,海康威视,2000人以上,实习证明全勤奖 大平台，锻炼多
蔚来顾问助理,150/天,无锡,5天/周,3个月,NIO蔚来,2000人以上,实习证明可转正实习 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
蔚来顾问助理,150/天,苏州,5天/周,3个月,NIO蔚来,2000人以上,可转正实习 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
服务运营实习生,200/天,上海,4天/周,3个月,NIO蔚来,2000人以上,全市班车氛围nice免费咖啡 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
行政专员（餐厅方向）,120-180/天,厦门,5天/周,5个月,吉比特,150-500人,应届 环境高大上，行业领导者，薪酬福利好，专业、活力、创造，实习商业保险，美味餐厅，每月固定观影福利
软件研发实习生-嵌入式,400-500/天,北京,5天/周,3个月,图森未来,500-2000人,下午茶周末双休可转正实习 免费三餐，实习生管住宿，自有健身房，周末双休，技术大咖，工程师文化
实施工程师（云医疗事业部见习/实习岗）,50-80/天,沈阳,5天/周,3个月,东软集团,2000人以上,寒假实习 
印尼语实习生,150-300/天,上海,5天/周,3个月,WiFi万能钥匙,500-2000人,留学生实习接受大一大二 数据至上
公会运营实习生,100-150/天,广州,4天/周,3个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
平台运营实习生,120-150/天,杭州,5天/周,3个月,金柚网,500-2000人,扁平化管理团队氛围nic 专业服务，同事可爱，实习就业，暖男软妹
五棵松房产管家,薪资面议,北京,5天/周,4个月,北京链家,2000人以上,五棵松房产管家 季度出游，弹性工作时间，晋升空间大，90后团队，销售部，大平台，优秀可转正
链家房产顾问,1-2/天,北京,6天/周,4个月,北京链家,2000人以上,试用期无责任底薪4000元转正后30%-75%提成 季度出游，弹性工作时间，晋升空间大，90后团队，销售部，大平台，优秀可转正
总经办实习生,150-200/天,深圳,5天/周,3个月,优必选,500-2000人,每日餐补下午茶弹性工作时间 学习型，成长快，团队气氛nice，人工智能，独角兽，大牛带队
算法C++开发工程师,200-400/天,上海,5天/周,3个月,依图,500-2000人,大牛多 人工智能，免费零食饮料，免费健身房，实习证明
算法工程师（jupyterlab方向）,80-120/天,合肥,5天/周,3个月,科大讯飞,2000人以上,提供住宿免费班车周末双休 有梦想，年轻活泼，漂亮小姐姐，岗位补助，已审核，产品有前景
运维工程师-核心研发平台,80-120/天,合肥,5天/周,3个月,科大讯飞,2000人以上,提供住宿暑期实习 有梦想，年轻活泼，漂亮小姐姐，岗位补助，已审核，产品有前景
产品运营-合肥-云计算研究院,80-100/天,合肥,5天/周,3个月,科大讯飞,2000人以上,免费住宿免费午餐班车接送优秀团队 有梦想，年轻活泼，漂亮小姐姐，岗位补助，已审核，产品有前景
WEB前端实习生,120-150/天,杭州,5天/周,3个月,海康威视,2000人以上,全勤奖免费健身房 大平台，锻炼多
web实习生,120-150/天,杭州,5天/周,3个月,海康威视,2000人以上,免费健身房弹性工作全勤奖 大平台，锻炼多
大数据实习生,120-150/天,杭州,4天/周,3个月,海康威视,2000人以上,全勤奖实习津贴免费健身房 大平台，锻炼多
蔚来顾问实习生-乌鲁木齐,100-150/天,乌鲁木齐,5天/周,3个月,NIO蔚来,2000人以上,可转正实习接受大一大二留学生实习 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
三维点云算法实习生,300/天,上海,5天/周,3个月,NIO蔚来,2000人以上,实习津贴 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
蔚来顾问实习生,120-150/天,延安,4天/周,3个月,NIO蔚来,2000人以上,可转正实习暑期实习接受大一大二不加班实习证明 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
设计实习生,300-500/天,苏州,5天/周,4个月,momenta,150-500人,免费三餐健身房 氛围和善，发展迅速
车辆系统实习生-苏州,300-500/天,苏州,4天/周,4个月,momenta,150-500人,弹性工作定期团建接受大一大二不打卡 氛围和善，发展迅速
自动驾驶系统实习生-苏州,300-500/天,苏州,4天/周,4个月,momenta,150-500人,可转正实习实习证明不打卡接受大一大二 氛围和善，发展迅速
法务实习生,100-200/天,苏州,5天/周,4个月,思必驰,500-2000人,可转正实习 弹性上班，周末双休，业界知名
KA实习生,150-200/天,北京,5天/周,3个月,映客直播,500-2000人,可转正实习弹性工作下午茶 各种活动，水果零食，晋升空间好，繁华商区办公，发展，开脑洞，融洽团队氛围，工作轻松自由，有竞争力的薪酬福利体系，技术氛围好
驻点商务实习生,100-150/天,广州,3天/周,3个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
人力资源实习生,150/天,北京,5天/周,3个月,字节跳动,2000人以上,房补不打卡免费三餐免费健身房 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
腾讯PCG视觉算法实习生,300-400/天,北京,4天/周,3个月,腾讯,2000人以上,可转正实习房补周末双休不打卡免费班车 平台好机会多，腾讯
主播运营实习生,150-180/天,成都,5天/周,3个月,喜马拉雅,500-2000人,周末双休 弹性工作＆迟到豁免，餐饮补贴＆免费水果，丰厚年终奖＆期权激励，节日福利＆团建基金，年陈福利，内部购买，游戏室＆按摩椅＆淋浴房＆24H直播间，明星大咖出没，音频独角兽
OC文化价值观实习生,150-180/天,北京,5天/周,3个月,旷视科技,2000人以上,可转正实习实习证明北大心理学硕士北师大心理学免费咖啡地铁周边免费班车实习津贴生日福利餐补 弹性工作，上下班不打卡，零食水果下午茶，技术驱动型企业
抖音运营实习生,80-120/天,合肥,5天/周,3个月,科大讯飞,2000人以上,免费班车午餐补贴 有梦想，年轻活泼，漂亮小姐姐，岗位补助，已审核，产品有前景
智能汽车-助理产品经理-合肥,100-150/天,合肥,4天/周,3个月,科大讯飞,2000人以上,餐补食堂实习工资免费班车健身房培训大平台人工智能汽车电子智能语音 有梦想，年轻活泼，漂亮小姐姐，岗位补助，已审核，产品有前景
大数据研发实习生,80-120/天,合肥,5天/周,4个月,科大讯飞,2000人以上,提供住宿实习证明实习津贴 有梦想，年轻活泼，漂亮小姐姐，岗位补助，已审核，产品有前景
算法工程师实习生,80-120/天,合肥,5天/周,3个月,科大讯飞,2000人以上,餐补免费健身房免费班车 有梦想，年轻活泼，漂亮小姐姐，岗位补助，已审核，产品有前景
web前端开发实习生,120-150/天,杭州,5天/周,3个月,海康威视,2000人以上,弹性工作下午茶地铁周边大平台 大平台，锻炼多
WEB实习生,120-150/天,杭州,5天/周,3个月,海康威视,2000人以上,弹性工作地铁周边大平台 大平台，锻炼多
蔚来顾问实习生,120-150/天,咸阳,4天/周,6个月,NIO蔚来,2000人以上,可转正实习接受大一大二实习津贴朝九晚五 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
销售实习生,150/天,天津,4天/周,3个月,NIO蔚来,2000人以上,可转正实习 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
用户体验培训实习生-素材制作方向,200/天,上海,3天/周,6个月,NIO蔚来,2000人以上,全市班车氛围nice 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
销售支持实习生,150-200/天,湖州,4天/周,4个月,NIO蔚来,2000人以上,可转正实习实习证明接受大一大二 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
测试实习生,薪资面议,北京,4天/周,3个月,众安保险,2000人以上,大厂互联网下午茶 有补助，节假日生日福利，靠能力吃饭，优秀的团队，弹性工作，免费下午茶，外滩工作
实施运维实习生,100-120/天,杭州,5天/周,6个月,东软集团,2000人以上,实习津贴定期团建 
店员实习生（天津梅江永旺店）,150-200/天,天津,6天/周,3个月,三只松鼠,2000人以上,可转正实习 超速成长，老板nice，龙头企业，接触面广，学习机会多，年轻化，满满的实习干货，导师亲自指导，同事好相处，精英团队
零售实习生（重庆龙湖礼嘉天街店）,150-200/天,重庆,6天/周,3个月,三只松鼠,2000人以上,可转正实习 超速成长，老板nice，龙头企业，接触面广，学习机会多，年轻化，满满的实习干货，导师亲自指导，同事好相处，精英团队
运营实习生,120/天,上海,5天/周,3个月,天天果园,500-2000人,可转正实习 环境棒氛围好，发展无上限，团队优秀，社会保险，完善晋升空间
英语翻译实习生,100-150/天,广州,4天/周,3个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
英文标注实习生（韩英双语）,100-150/天,广州,4天/周,3个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
HRBP实习生,150/天,北京,4天/周,3个月,字节跳动,2000人以上,免费三餐免费健身房房补 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
后端开发工程师(PHP),180-250/天,北京,5天/周,6个月,喜马拉雅,500-2000人,可转正实习定期体检项目奖金生日福利下午茶 弹性工作＆迟到豁免，餐饮补贴＆免费水果，丰厚年终奖＆期权激励，节日福利＆团建基金，年陈福利，内部购买，游戏室＆按摩椅＆淋浴房＆24H直播间，明星大咖出没，音频独角兽
动画视频制作实习生,150-200/天,深圳,5天/周,3个月,编程猫,2000人以上,接受大一大二寒假实习实习证明 免费水果供应，前景发展好，嘻嘻哈哈，美女如云，毕业留用，时间自由
业务支持实习生,180-200/天,深圳,5天/周,3个月,编程猫,2000人以上,可转正实习 免费水果供应，前景发展好，嘻嘻哈哈，美女如云，毕业留用，时间自由
课程运营实习生,180-200/天,深圳,5天/周,3个月,编程猫,2000人以上,可转正实习节日福利 免费水果供应，前景发展好，嘻嘻哈哈，美女如云，毕业留用，时间自由
数学教研管培生,100-200/天,北京,5天/周,6个月,好未来,2000人以上,可转正实习 带薪公益假，住福计划，租房计划，节日礼品，开工利是，团队建设
培训运营实习生,150-200/天,北京,4天/周,5个月,好未来,2000人以上,培训运营海报设计 带薪公益假，住福计划，租房计划，节日礼品，开工利是，团队建设
人力ssc实习生,150-200/天,北京,4天/周,5个月,好未来,2000人以上,人力ssc员工关系 带薪公益假，住福计划，租房计划，节日礼品，开工利是，团队建设
整车测试实习生J14189,200-250/天,上海,3天/周,6个月,哈啰出行,2000人以上,互联网大厂 薪资无上限，晋升空间，潜力人，零食多，高福利，温馨，内部培训
HR实习生（企业文化方向）,100-120/天,北京,4天/周,6个月,科大讯飞,2000人以上,接受大一大二实习证明 有梦想，年轻活泼，漂亮小姐姐，岗位补助，已审核，产品有前景
项目管理实习生,80-120/天,合肥,5天/周,6个月,科大讯飞,2000人以上,午餐补贴实习证明免费班车 有梦想，年轻活泼，漂亮小姐姐，岗位补助，已审核，产品有前景
测试实习生,80-120/天,合肥,5天/周,3个月,科大讯飞,2000人以上,提供住宿 有梦想，年轻活泼，漂亮小姐姐，岗位补助，已审核，产品有前景
行政助理,80-120/天,合肥,5天/周,3个月,科大讯飞,2000人以上,免费住宿午餐补贴免费班车实习证明 有梦想，年轻活泼，漂亮小姐姐，岗位补助，已审核，产品有前景
运维工程师-云计算研究院,80-120/天,合肥,5天/周,3个月,科大讯飞,2000人以上,暑期实习提供住宿餐补 有梦想，年轻活泼，漂亮小姐姐，岗位补助，已审核，产品有前景
人力资源实习生——视觉传达方向,100-120/天,杭州,5天/周,3个月,海康威视,2000人以上,免费健身房 大平台，锻炼多
UI设计,100-120/天,北京,5天/周,6个月,用友集团,500-2000人,可转正实习 成长机会多，企业互联网化，有竞争力薪资，节假日生日福利，环境氛围好，福利待遇优，带薪年休假、节日福利，有食堂&amp;班车，一年14薪，双休&五险一金
导演助理实习生,120-180/天,深圳,3天/周,3个月,众安保险,2000人以上,互联网金融知名接受大一大二实习证明餐补 有补助，节假日生日福利，靠能力吃饭，优秀的团队，弹性工作，免费下午茶，外滩工作
UI设计实习生,120-180/天,厦门,5天/周,3个月,吉比特,150-500人,接受大一大二商业险实习证明餐补 环境高大上，行业领导者，薪酬福利好，专业、活力、创造，实习商业保险，美味餐厅，每月固定观影福利
海外运营实习生（阿拉伯语）-Hago,100-150/天,广州,4天/周,3个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
产品运营实习生（印地语）,100-150/天,广州,4天/周,3个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
平面素材设计实习生,100-150/天,广州,4天/周,3个月,欢聚集团,2000人以上,健身房餐补免费咖啡 工作环境超棒，节日大礼包，餐补
嵌入式开发实习生（安卓方向）,400/天,北京,4天/周,3个月,字节跳动,2000人以上,实习津贴实习证明 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
平面设计实习生,150/天,北京,5天/周,3个月,字节跳动,2000人以上,接受大一大二留学生实习实习津贴餐补 亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴
摄影实习生,190-200/天,深圳,5天/周,13个月,编程猫,2000人以上,氛围好机会多 免费水果供应，前景发展好，嘻嘻哈哈，美女如云，毕业留用，时间自由
内容实习生,150-200/天,北京,4天/周,3个月,好未来,2000人以上,内容编辑媒体公关部 带薪公益假，住福计划，租房计划，节日礼品，开工利是，团队建设
运动控制实习生,200-250/天,深圳,5天/周,6个月,优必选,500-2000人,每日餐补下午茶弹性工作时间 学习型，成长快，团队气氛nice，人工智能，独角兽，大牛带队
汽车研发-电子电器培训生,薪资面议,广州,5天/周,12个月,小鹏汽车,2000人以上,发展空间培养机制晋升通道 自动驾驶，AI，互联网，整车研发
硬件开发实习生,80-120/天,合肥,5天/周,3个月,科大讯飞,2000人以上,三餐食堂往返班车员工宿舍 有梦想，年轻活泼，漂亮小姐姐，岗位补助，已审核，产品有前景
商务助理实习生-国际合作部,80-120/天,合肥,5天/周,3个月,科大讯飞,2000人以上,异地提供住宿班车 有梦想，年轻活泼，漂亮小姐姐，岗位补助，已审核，产品有前景
行政专员,80-120/天,合肥,5天/周,3个月,科大讯飞,2000人以上,免费班车异地提供住宿 有梦想，年轻活泼，漂亮小姐姐，岗位补助，已审核，产品有前景
品牌实习生,80-120/天,合肥,5天/周,3个月,科大讯飞,2000人以上,周末双休午餐补贴免费班车免费住宿 有梦想，年轻活泼，漂亮小姐姐，岗位补助，已审核，产品有前景
销售实习生,150/天,天津,5天/周,3个月,NIO蔚来,2000人以上,可转正实习 团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良，免费班车
前端开发实习生J10459,300-600/天,北京,4天/周,6个月,momenta,150-500人,行业大牛无人驾驶免费三餐免费健身 氛围和善，发展迅速
3D动画师实习生,200-250/天,深圳,5天/周,3个月,吉比特,150-500人,住房津贴 环境高大上，行业领导者，薪酬福利好，专业、活力、创造，实习商业保险，美味餐厅，每月固定观影福利
UE4特效实习生,200-250/天,深圳,5天/周,3个月,吉比特,150-500人,餐补住房补贴 环境高大上，行业领导者，薪酬福利好，专业、活力、创造，实习商业保险，美味餐厅，每月固定观影福利
UE4蓝图设计,200-250/天,深圳,5天/周,3个月,吉比特,150-500人,实习津贴 环境高大上，行业领导者，薪酬福利好，专业、活力、创造，实习商业保险，美味餐厅，每月固定观影福利
